,confessions,categories
103,"Who would win
","No Category
SHARE:"
104,"Stages of Aaron. He is one of the really good teachers in Computing. He likes to keep the class engaged and makes sure we all learn. I know CS2100 was a disaster for most of us but I think I'll miss his lectures.
","Rant
SHARE:"
105,"How lectures feel like
","Funny
SHARE:"
106,"How i feel after each paper...
","Rant
SHARE:"
107,"Having trouble studying for exams? Fret not, NUSMods PYP Downloader will save you all the hassle of downloading exam papers (:

Download it at http://exams.nusmods.com/
","Funny, Advice
SHARE:"
108,"Found this in the AS8 computer cluster… to  whoever giving this, thank you very much for making my day! God bless you for your kindness :)
","No Category
SHARE:"
109,"“You got no daddy! You got no daddy!” 

This is the most common phrase used by the kindergarten children to ridicule me. Who is my father? Where is he? These questions didn’t bother me at all then. I just hate him down to the rotten core because he is responsible for all my misery. Fast forward to the age of 5, my mum brought me into a stranger’s home. An old sweaty, smelly and dark skin uncle stood right in front of me.

“Call papa!”

I refused to obey my mum’s instruction. I tighten my grip on my teddy bear and stared at him with a pair of furious eyes. When he stretched out his hand to offer me sweets, I swept it off  to the floor. My mother was furious at me for being rude to him, but father didn’t blame me at all. While I was watching cartoon in the master bedroom, my mum slipped off in secrecy. Yeah, I was abandoned by my mother. That was the last time I saw her in my life. She broke my fragile little heart and I kept crying non-stop for over a week. And so, I had to live with a total stranger who is my father.

My dad is a blue collar construction worker. His meagre salary is barely enough to pay the utilities and food. Despite being heavily tied down by our monthly budget, my dad tried to spice up my life by bringing me to places like Changi airport. I was fascinated by those planes taking off and landing on the runway. 

Me: Papa! Have you sat on a plane before? How does it feel like!?
Dad: Actually, papa also never sits on plane before. Maybe it is shaky inside.

A group of boys from better privilege family overheard our conversations. They started casting demeaning glances at us and giggled among themselves. I noticed that my father was deeply saddened by their actions. For the first time in my life I saw deep remorse in his eyes. 

Dad: Is papa very lousy?
Me: …….Yes! Very lousy!

Being his daughter, I should have put myself in his shoes and be more empathetic towards his feelings. However, I began to develop a sense of resentment towards my dad. I felt ashamed of having a lowly-achieving father like him. I told my primary school classmates that my dad is a doctor. When my lies were exposed, they started calling my dad a smelly beggar and me a motherless girl.

From that day onward, I stopped smiling when he was around me. Our relationship deteriorated further when I became rebellious in my teenage years. Our home transformed into a battleground where we engaged in frequent heated arguments. Even a simple question like “how is your school result”, could escalate into an argument. On many occasion I deliberately hurt his pride by comparing him with my friend’s parents, who were working in highly respected occupations. I even told him, “You are so damn useless, that’s why mum ran away with another man!” Later on, I began working night shifts in MacDonald’s because I just wanted to avoid him forever. 

When I was in JC, I wanted to participate in an overseas field trip organised by my school. However the cost of this trip isn’t cheap. Furthermore it would definitely place huge financial strains on my dad. Does that bother me? Nope, that is his problem anyway. I’m giving him an opportunity to compensate for my unhappy life. Because of this trip, I quarreled with him and even threatened to severe our ties. After a few days later, he finally gave in to my demand and left the money on the table. I revealed a proud and arrogant smile as I was immensely satisfied with this victory. Even if he die 100 times he won't be able to repay his debts.

One fine day, my form teacher informed me that my dad was involved in a construction accident. She told me to rush to the hospital asap because my dad was in critical condition.

This unprecedented event sparked off an internal struggle deep inside my heart. A part of me kept asking why he wasn't dead yet? I wanted to be released from my misery life once and for all. Yet the other part told me that I shouldn’t be heartless. In the end, I made my way to the hospital because I should at least have a proper closure with him even though I hated him a lot. The chief surgeon told me that he had done his best to save my father and the rest depends on his will power to survive.

When my dad’s supervisor saw me he told me, “You are really fortunate to have a good father like him, don’t worry he will be fine”. I was deeply offended by him for praising my father without considering what I have gone through. 

“Your father always like to hao lian that he has a pretty and capable daughter. He skipped his lunch quite often so that he can buy better food for you. Recently he requested to work more OTs in order to pay for your overseas trip. When I told him that he should rest, he said that you had never fly on a plane before, therefore he has to put you on the plane no matter what”

After hearing his words, I entered the ICU with a heavy heart. I touched my father’s hands and found out that they are very rough. He looked older now with those wrinkles on his face. While I was immersing myself with all those selfish thoughts throughout my entire life, I completely neglected my father’s unconditional love. I cried and begged him to live on for my sake. I kept apologising to him for being a unfilial daughter. Things shouldn’t end this way because for the past 18 years of my life I haven’t baked him a cake on his birthday nor make him a card on father’s day. Thankfully my prayers were answered.He pulled through the most critical period and recovered.

After my A level, I had to apply for university bank loan because my dad don’t have enough money to pay my fees. I saw deep remorse in his eyes again when he was about to sign the guarantor form. I held his hand immediately this time round.

Me: Pa, don’t worry! I will study really hard and earn a lot a lot of money. One day I will be able to bring you onto a plane and travel around the world.

Dad: Sorry, papa is very lousy.
Me: NO! You are a unkillable superhero.

 Thankfully I was able to secure a scholarship in my current year of study. This helps to lighten up my financial burden and allows me to  pamper my dad, once in a while. On one occasion we had our first taste of western carrot cake at a famous dessert restaurant. After taking a quick bite, we both stared at each other for a short moment. EEEWWW YUCKK! We still prefer the chinese carrot cake from the market. “Uncle,chai tao gue one packet. Add more soya sauce and chilli, the darker the better!”



  

  
","No Category
SHARE:"
110,"I thought I am ERLANG 神 chasing after CASSANDRA 公主.  I invited her for a date in StarBucks and wore that nerdy stupid looking navy blue SoC shirt with the ""eat shit ship code"" slogan. I cut the QUEUE and ordered JAVA chip of MONGO size for us. After the date, she gave me a C. I asked I can get a C++? She said I need to bring my PYTHON along. I became a SINGLETON since that FATAL ERROR date. I am NODE happy about it.  I called my FACEBOOK friend HASKELL for a game of GO. I should have shown the girl my STACK of cash. 
","No Category
SHARE:"
111,"I was faced with a break up a while ago. Will just like to share some of the things I have learned and vent out my bottled feelings at the same time. You may or may not agree, but I still hope it will provide some valid pointers:

1. Just so you may already know, in every relationship, fights will happen, arguments will take place. However, do not brush issues aside and do not drag them for a long time, resolve them immediately, before you all go to sleep. Let your partner knows if you have any unresolved concern and work it out together as a couple. It is irresponsible to snowball things on your own and then eventually throw them at your partner when you think the relationship is beyond repair. Things will end ugly that way, let's not do that. I believe your partner would have his/her fair share of merits too.

2. Accept the fact that things will get habitual and become mundane after a period of time into the relationship (I guess roughly after the one year mark?). Both parties have to be prepared for that -- things ain't be gonna sweet and happy all the time. Therefore, try to inject some surprises for your partner now and then. It can be something small or something minor, it doesn't matter. It is the thoughts and sincerity that matter, I guess?

3. Make the effort to pay attention to your partner’s needs. Don’t be a snob and simply brush away your partner’s requests. I am not referring to just sexual needs. Even simple basic things such as wanting to go to a place for a meal or trying out a new sport, attend to them. Make time, make the effort to do these activities with your partner. Don’t just brush these requests away because it may be not your main interest or you are “too busy”. You are actually neglecting your partner when you do that. Nobody likes to feel neglected.

4. It sounds obvious, but always remember to communicate. A compatible couple should find it easy to communicate about almost anything. Let your partner knows what is happening in your life, listen to his/her response, discuss things together and let your partner knows what is your final stand. Don’t just think everything on your own and keep everything to yourself, your partner may feel isolated and unappreciated. If he/she is the right one, you two should be able to discuss about anything together. Some discussions/fights/arguments may be ugly, but nothing is uglier than discovering your partner is keeping things from you.

5. Everytime you feel super unhappy or pekcek, stop talking and take deep breathes. It is easy to say something nasty during a fight, but just like how you can’t pick up spilled milk, you can’t take back what you have said/typed. Learn to take a step back, give each other the space to think things through and calm down before talking things out. Also, choose your words carefully because words can hurt. A lot. All these are difficult things to be done, but trying to mend hurt feelings is a lot harder. Don't hurt the people you love.

So that is it. Sorry for the long post. You may think this is a troll, bullshit, naïve. Maybe. I am just sharing. Feel free to comment more on it.

I’ve made my mistakes and they have cost me my relationship. There isn’t one day I am not regretting about what have happened. Everyday I am earnestly wishing there can be a second chance, but unfortunately life doesn’t work that way. So I hope there won’t be many more people following my footsteps. If you are single, relationship IS a rocket science, be prepared. If you are in a relationship, cherish your loved ones well, don’t take them for granted.

I certainly still love my ex a lot, but all I can do now is hope that my ex is doing well and will continue to do better.

To the one who once loved and the one I truly love, do take care of yourself. With us moving on with our lives separately, I really hope our paths will cross once again.

I miss you.
","No Category
SHARE:"
112,"Last year in Sem 2, i found an Iphone 6 in Science Library, i gave into greed and kept it for myself, selling it for a quick buck instead of surrendering it to campus security. Its been 8 months, and i feel terrible everyday. To the person who lost her phone, i've put $600 at the S16 security counter with your name attached to it under the lost and found, please claim it if you read this.

I'm so so sorry for what i did, and i'm sorry im not brave enough to contact you directly.
","No Category
SHARE:"
113,"[ADMIN]

In light of the recent spate of confessions (exams-related or not), we admins are getting annoyed and have a few things to say:

1. Starting your post with ""Admin please do not filter"" will only trigger us and make us more likely to filter your post. Increase your chances of getting approved with a catchy first sentence.

2. For goodness sake, stop asking about CAP and S/U matters. This university grading system isn't really that complicated. Read and re-read the S/U policy if you are unclear, or ask your seniors, or just freaking look for the posts from exactly one year ago and you'll see someone asking similar questions. CAP is just a matter of simple arithmetic that even primary school students are capable of.

3. If you really have a legit question about grades that you can't find anywhere on NUS website, emailing the school will give you the answer with more credibility as compared to asking the community.

Peace out.
","Rant, Advice
SHARE:"
114,"Since everyone is talking about relationship now, I would like to share the story about my first love. 

I was 17 and he was 18. We met while working part time and realised we both study in TP but different Programme. He hated me because I was his senior at work even though he was older than me and yes, he was a typical Beng who never once stop using vulgarities in every next sentences. After multiple quarrels over work matters, he one day dared me to ""ton"" overnight under block with him and his friends. Being egoistic, I did. Instead of quarrelling, we were trying to find out more aboout each other and ""argued"" to protect our own ego. We eventually fell in love. Before I share more about how we started and ended, I need to emphasise that my part time job was extremely important to me as I need to pay my school fees without parents support. 

He was really sweet to me and did everything he could just to spend more time looking at me. That includes putting more schedule to work together. One night, he sent a long sweet text asking me to be his Girlfriend. I agreed. Being a typical Beng, all his friends told me that it's their first time seeing him work hard for his Girlfriend and he must have loved me a lot. I can't deny that. The sweeter he was, the more deeply I fall in love.

After the ""honeymoon"" period (sorry, I totally DONT BELIEVE in that kind of thing), he started to spend more time with his friends. Joined gang, gotten tattoo, visited pubs and clubs, smoke a lot more.. and lie. He changed from ""even if I don't have money, I will bring you to eat the best food"" to ""eh, get your pay already right, help me buy cig leh"", from ""let's go town walk walk"" to ""I no money go out. I want to sleep at home"", from ""don't overwork and tire yourself"" to ""you so free go work, I no time"". I never once thought of giving up because all I knew was I love him and his ""good self"" will come back as long as I wait patiently. I paid for almost everything he wanted including tattoo and bought expensive gift for him that I struggled with my money. I almost quitted school due to outstanding school fees. 

Maybe I should have spoken to my friends about it so they could have advised me to end it off earlier. But I didn't share with anyone and cried every night on my own, feeling so hurt from not having the attention I needed. 

One day, my colleague texted me in the mid night and said
""I saw XXX on bus leh! He going out so late?"" 
""No la, wrong person la, he slept at 10pm leh.""
*sends picture* 
*dumbfounded* 

I texted his Sister to check and she guiltily admitted that my ex had been lying about him being at home. I burst out into tears. I went 711 to grab a can of Tiger because I really wanted to know why was he so addicted to drinking in pubs and clubs. I swear (at that point of time) it was the worst drink ever in my life. I threw away and walked to his house (since I was saving every single cent I have) and his Sister allowed me to stay in his room to wait for him. I cried for next 4 hours before he returns home drunk in the morning. When he opens the door, I could see his shocked face and suddenly turn ""drunk"" face. He came hugging me and asked me why was I there and kept saying he really love me a lot. My heart melted. I'mgonna forgive him, I told myself. 

But I'm still not that comfortable that I decided to check his phone and computer. To my horror... I found out that he prostituted, and planned with his friends about who should start to ""touch the girl"" who went to the pub with them before passing to next one and in constant sweet contact with another girl. He was still dead sleeping. I cried in the living room and his mum asked me to go home and rest first. 

When he woke up, he called me to ask where I was. He denied and said it was his ""gang leader"" is cheating behind his Girlfriend and needed to use his phone to call for prostitution and text the girl. I trusted and forgave him. 

We didn't meet for next few days and I suddenly receive a text from him asking for break up. I broke down in the middle of the mall. I called him and confronted him and he replied one or two word for every question I asked. He cried too. For someone who don't even drop a tear after gang fights, it was my first time hearing him cry. My heart soften, I said good bye and that's how we ended. 

I'm still single and he is now married with two children. I am still hearing about him and his life. I was told that his Wife is mistreating him and his family and taking kids for photo taking purpose only (that's cruel). Sometimes I still thought that if only we continued, I would have been the one and I will never do what the Wife is doing now. 

But I guess, that's what he gets for always cheating and ended up with a shot gun marriage. No hatred, no nothing. I always remember my first love because this relationship made me knows what I want and not want in a relationship. 

That was my first love and also the best relationship I've went through. Because no matter how hard I think, most of the time I still only recall all the happy moments we used to share.
","Romance, Nostalgia
SHARE:"
115,"If you see an uncle studying in NUS, it could be me. I might be the oldest student in NUS, why is this so? I had a problematic past that is not known by many. The media had approached me on countless occasions to invite me to share my story. However I do not want to attract too much attention because uncle already has a family now. Luckily, social media is wonderful because I can share my story anonymously.

This is my story of how two women changed my life.

I grew up in a family with 3 other siblings and I’m the youngest of them all. Although my siblings are good role models who excel in studies, I didn’t follow their examples. In fact I was the most rebellious one who never failed to make my mother’s anger hit the boiling point. During my teenage years, I joined the secret society and done many notorious stuffs. Whenever I got detained by the police, my mother would never fail to bail me out.  But she would nag at me for the entire journey back home. “你为什么学人家打架？你再这样每三天就进警擦局，老板要炒我鱿鱼 了。”.  Later on, we had a big quarrel and I left home when my mother threaten to disown me.  I remembered before I walked out of the door, I told her that “I don’t need a mother like you, no big deal”. Looking back now, I realized how unfilial I was. That’s the worst thing I can say to my mother.

 My old secondary school was considered to be a rubbish dump, where all delinquents gathered. Fighting is like drinking water to us, only the one with the hardest fist command all respect. Growing up in this environment made me think that fighting solves all problems.  
I was never early for school. Every morning, I just simply stared at the prefect on duty, he/she would definitely be intimidated and let me in without fail. One fine day, I was late as usual. The new prefect on duty was a cute petite girl. I smiled at her and asked her to let me in but she refused to do so, hence I resorted to my usual intimidation method but she stared back right into my eyes instead. In the end, I my discipline master slapped me with 1 week worth of detention. I kept swearing and cursing because this little chilli padi wounded my ego. Therefore I decided that I had to teach her a lesson. After school, I gathered my underlings and went into to her classroom to mess up her table and poured out all her belongings from her bag. Initially she tried to fight back by scratching me insanely hence I had to push her back into her chair. Tears started flowing out of her eyes while she stared at me with a face full of hatred as if I had killed her parents. I’m a person who has a soft spot for girls who are crying. Being totally clueless on how to pacify a crying girl, I left in a hurry after telling her, “You win”. 

That night I just couldn’t forget the way she stared at me. I touched the scratch marks on my hand and smile. The very next morning, I brought a really big lollipop and waited for her to appear at the school gate so that I could apologize to her. She refused to accept my apology despite how relentlessly I tried. Finally she broke her silence and told me to take a step back. I followed her order without thinking and she slammed the school gate right in my face. “You are late for school again. Please wait for teacher to open the door for you bah.” I got outplayed out by her yet I’m not angry at all. Strangely I was feeling happy instead as I had developed interest in this sadistic little chilli padi.

The probability of me getting to know her is close to zero because I’m the kind of guy she detests the most. Luckily fate played a part in matching us up. When I heard that another ah beng was finding trouble with her, I raced to her classroom immediately. I dragged him out of the classroom and gave him a beating. I nearly got expelled due to this incident and I was shocked when I learnt that she actually begged the principal to pardon me. This incident brought us closer, then nature took its course and soon we became an item. I brought a super big Doraemon  plushie to school on the day I confessed to her. The size of the plushie attracted a lot of unwanted attentions. I literally sacrificed my reputation in order to woo her. Looking back now, it felt silly but chasing a girl requires you to do 100 or even 1000 silliest stuffs.

I should have cut my connection with the secret society and be a good son/boyfriend. At that point of time, brotherhood meant everything to me, fighting for my brothers is like a natural law. On the night of our 3rd anniversary, I received a call from my gang leader informing me that another gang had slashed one of our own. Before I could leave, she grabbed my arm and told me:

“Can you promise me that you will never get into a fight again? I’m very tired of it already. I will really walk away if you ever fight again.”

I brushed her hands off and lied to her that I need to go home to settle some family issues, before rushing off to meet my brothers. It was a path of no return. I collected my weapon from my leader’s van and proceeded to the clashing point. In the midst of all the hectic fighting, the image of my girlfriend kept flashing in my mind. This isn’t my first experience in this kind of fight but I was overcome by fear on that night. I started sweating profusely and voices of my girlfriend kept ringing in my ears repeating what she had said earlier. For the first time in my life, I was really scared therefore I ran away from the fight. A sharp object slashed through my arm when I was finding my way out of the mess. I knew that it was a deep cut however I gripped my wounded spot tightly and continue to run. I don’t know what I was thinking on that night, all I want is to see my girlfriend’s face immediately. When I she saw me at the door step, she burst into tears and started hitting me. I felt a deep remorse for breaking my promise to her. Not long afterwards, the police tracked me down and arrested me. Apparently someone had died in that earlier gang fight and I was placed under suspicion of murder. Till today, I can still remember the sight of her crying when the officers escort me into their vehicle. I kept yelling at her, asking her to just go home! But she simply refused to do so.

Murder is a very serious offense in Singapore therefore no amount of money can bail me out. It was at this point of time, everything turn for the worst under Murphy’s Law. My mother’s cancer condition worsens and her life hanged on a tiny thread. No matter how hard I yelled and knocked on the prison door, the officers refused to let me visit my mother in the hospital. The day came when my officer told me that my mother had pass away, I began to weep bitterly. I felt things shouldn’t end this way because I haven’t apologized for all the nasty stuffs I had said. I began to recall the times I spent with my mother. When I was young, I’m afraid of thunder storm in the night. Whenever there was one, I would run into my mother’s room and cuddle under her warmth embrace. During chinese new year, she wouldn’t allow my sibling to touch the chicken drumstick because it belongs to me. On the day of her funeral, I was allowed to make a short visit under police escort. When I met my sister, she got emotional and started shouting at me.

“You still got the face to appear here! Do you know how ma died? Even on her death bed she never stops calling your name with her final breath.”

I was utterly devastated by her words. Till today they haven’t forgive me yet.
 
Later on, the judge cleared me from all murder charges and gave me a prison sentence. While I was serving my sentence, my girlfriend would visit me every single week. Sometimes she would spot bruises on my body and asked me if I had gotten into fight again? Once in a while some troublemakers would find problem with me so that they can beat me up. The old me would have definitely retaliated however the new me simply shrink up while they rained blows onto me. I can’t continue living my life by relying on my fist. Therefore I started picking up my textbook again. I retook my O levels in the prison school. I worked really hard because I want to become someone my girlfriend can be proud of. 

As my release date got nearer, the frequency of her visits decreased. Obviously I was disappointed but I told myself that she might be busy with life. The day of my release finally came and the thought of holding her hands again created butterflies in my stomach. When I walked out of changi prison, she immediately hugged me and greeted me with a bright smile. Soon I realized that there was another guy standing right beside her. My worst fear materialized when I found out that they were dating. All these years in jail, she was the one and only reason that I’m able to keep my sanity under those harsh circumstances. But everything fell apart when she told me to move on with life. Honestly, I was really angry with her for a period of time as I felt betrayed. However, I took a step back and see stuffs in a rational way then things started to make sense. After all, I’m the one who let her down in the first place. I didn’t cherish her and squandered my chance of being together with her. In fact, I should be thankful to her because I might have continued my thug life and maybe end up dying on the streets if she didn’t appeared in my life. 

Both my mother and my ex-girlfriend made me who I am today. Realistically, I’m one of the few success cases. I hope that our society will remove our prejudice against ex-convicts. Everyone deserves a second chance. I hope my little story inspires you in one way or another.
","No Category
SHARE:"
116,"#29860 Offering my two cents as one of the girls on Tinder who sometimes just stops replying or ""forgets"" to reply. I don't speak for girls there to get Insta likes or stroke their egos, I'm genuinely interested in others and I've met up with more than a couple of guys who turned out to be really good friends or even something more. 
 
Firstly - you're probably right about how boring I am - I wouldn't be using dating apps if I was having the time of my life, would I? Obviously I'm sick of the same old rut I'm in and putting myself out there to strike a conversation or two. Ultimately, I hope to meet someone, hit it off with them, go on many adventures together and perhaps eventually, develop some kind of romance.

""What are you doing?"" or any derivative of that is a very common first question that comes across as lazy and disinterested. While definitely better than 'hi' or 'hey', you don't care if I'm pooping, or eating, or visiting my grandparents because you don't even know anything about me so while you could have the best intentions in mind, you would be better off going with another conversation starter. 

Going with something on their profile is definitely better. I'm more inclined to reply to ""That's a cute cat you have"", or ""I'm really into xxx as well"" (*proceeds to ask more about common interest). Of course, there would still be instances when she doesn't reply (for other reasons) but the hit rate is definitely better for this one.  

I'm likely to reply if the guy talks about himself, e.g. (Hey! I'm xxx, I'm in NUS (xxx course), I like sports, cooking, eating, etc, and then asks ""what about you?"" At least you've set some parameters and any genuine person can take the cue to elaborate on common interests.

A few reasons why I (or girls) don't reply after a match:
1. You construct your sentences poorly. There's no way I'm ever replying to ""wat r u doin""

2. The enthusiasm is dying. We've talked briefly about ourselves, and there is little common ground. 

3. But you say ""She stopped replying after like 2 sentences? She hasn't even given me a chance!"" Sometimes we just stop using the application. Maybe we're tired of the app or we've hit it off with someone else. Most girls have a lot of conversations so don't take it personally if the replies stop. Guys stop replying me as well. Most of the time it's not about you as a person. 

4. We realise we're not interested after all. I know this seems unfair but sometimes girls look for a certain type of personality or appearance, and even if they liked your profile initially they could still change their mind. Again, this isn't your fault. If you're using okcupid and messaging girls without a match, your hit rate is likely to even lower because you may just not be what she's looking for. 

I hope my honesty is appreciated. Can come back with more tips if anyone is really interested.
","Advice
SHARE:"
117,"This is my first confession ever on NUSWhispers.  I always felt like this is a really interesting platform where many people gather here to listen to heartfelt stories.  While reading numerous love confessions, I feel like it is my turn to share a love story of mine in JC.  
 
My story might not be very impactful but I would still like to thank you in advance for wanting to read my story.

The most right person I met in my life was this particular guy I met in my JC.  We call him Z.  We were classmates.  I can vividly recall the first time we talked was during freshman orientation.  I remember how we instantly clicked and soon discovered we had common interests, such as our music tastes and even love playing the same sport.  We also stayed near to each other, which gave us the opportunity to walk to the same bus stop together after school ends.  Gradually, we got closer and it became really apparent to the class that we spent a lot of time together.  Soon, my friends started ""creating"" more opportunities for us by always letting me to sit beside him during lectures, just so I could talk to him during lectures.  We also started to text more and slowly, he started asking me out to play badminton together.  I remember how I would also quietly watch him at the side and how my breath would be taken away with each stroke of his racket.  He always did it so effortlessly, like how he effortlessly made me fall for him.

Once, my friends asked him if he liked me, while we were hanging out.  I remember how I tensedup and thoughts of how he might not have liked me started flowing through my mind.  

""I like her, but I have my own considerations."" He unexpectedly responded.

What considerations did he have?  That caught me off guard and shortly after, my friend nudged me, teasing me how he admitted his feelings for me.  Then, they asked me the same question and I was too shy to admit and just brushed off with a shy smile.

That was when everything started going downhill.

When we went home, he started spilling his troubles, telling my friends and I how he really wanted to focus on his studies because of what happened in the past.  I guess what made me scared was when he told us to forgive him if he were to change.  At that point of time, I subtly got what he was driving at - he wasn't looking for a relationship currently and wanted my understanding of what he couldn't give me.  

That was also why I chose to confess to him, because I felt like since I already knew his feelings, it was also time he knew about mine too(although it was already pretty obvious). 
He admitted that he wanted my understanding and wanted to focus on his studies.  I could understand his intention and I respected it too.  I wanted to focus on my studies as well.

What happened subsequently was what I wasn't okay with.  Not at all.

Unlike the usual hellos and smiles he would flash to me, he chose to ignore me completely.  What's worse was how he could seem to be talking to everyone in a conversation but he would not look at me, not even once.  It was as if he ignored my presence.  It hurt, it really did.  Why did his attitude change so much?  What did he want to achieve?  I was not okay with how he dealt with things.  Couldn't we still talk normally as friends?  My friends started asking me what happened between me and him.  How could I answer them when we didn't even fight?  How could I answer them why there was this change when it wasn't me who wanted this?

This awkwardness continued to linger until J2, where things visibly got better because at least he could start joking with me a little and I felt more comfortable around him.  I was still not entirely comfortable with him like in the past, like how I could tell he still isn't really comfortable with me.  It frustrated me how he would take the initiative to talk and joke with our female classmates and how he never put in that same effort with me.  When it was just two of us, he had nothing to say.  I had nothing to say too.  And not knowing what to say is suffocating.  It certainly did not help when his good friend disliked me.  It made me more cautious and afraid when it comes to approaching him, especially when I see him hanging out with his friend.  The only time I had more guts to approach him was when he was alone.  But even then, I didn't really have anything to say.  I felt like he had moved on and my feelings were one sided.  He also started getting closer with another girl and I could see them hanging out in school.  It hurt my heart.  Whenever I see them together, I wished I didn't have to coincidentally pass by that exactly same place and see them laughing happily.  People around me started discussing about them and speculated that they might harbour feelings for each other.  It didn't feel good hearing about them.  And yes, I finished JC assuming that he didn't feel the same way as me.

It was a few months after JC, during results day where we met again.  We didn't talk but he still caught my attention and my heart still skipped a beat when I saw him(although it sounds really wrong because I was also attached back then).  It was later in the day where he texted me and asked me how I did when we started talking again comfortably, just as friends.

What made me really surprised was the long text message he sent me, telling me how his feelings for me was there throughout that two years.  I recall how I felt so happy reading this text and shortly after, how guilt and hurt struck me hard, reminding me of my current relationship status and my responsibility to stay faithful to my partner.  I couldn't help but badly wished he had confessed to me earlier.  I felt torn.  It was then it dawned upon me that my feelings for my boyfriend weren't as genuine as what I thought it would be and I think it was a reason why I always felt uncertain about my relationship.  I was also honest to Z about the relationship I had and how he didn't know I was attached, for he wouldn't confess if he had prior knowledge.  He felt really bad for ruining it too, although I reassured that he wasn't responsible.  I felt it was the best decision back then so I wouldn't hurt my ex. Yes I know I don't sound like a faithful partner at all.   I hated being that way too.

After ending my relationship with my ex, we gradually started hanging out and texting.  I felt really happy hanging out with him and I liked how that awkwardness we felt in the past suddenly disappeared.   We would spend long hours talking, holding hands and having short hugs at the playground till midnight and ending our meetups with his warm hugs was something I grew to love.  

It was as time passed by when we both realised that whenever we met, we were constantly talking about the past happy memories.  We rarely talked about the current memories we have and it dawned upon us that it was the past that bound us together.  We discovered that the feelings we harboured for each other was what that was built off past memories, and not of the current.  That was when we truly decided to move on from each other.

He was someone I loved the most out of all the guys I met, even more than the 2 exes that I have dated.  We might have stopped liking each other, but one thing would not change is the fact that he would always harbour a special place in my heart.  Looking back, he has brought a lot of laughter to me and while there are times I felt hurt from his actions, it was the beautiful memories we created that would stay with me.   

Hey Z, I don't think you would be looking through this website till 2 years later but if you do see this, I want to tell you again that you have been a beautiful memory to me and you would still be one in the future. 

Also, when we do have meet ups with our class, do come okay!

With love,
The girl who loved you for two years
","Romance, Rant, Nostalgia
SHARE:"
118,"I have had a crush on you for nearly 4 years. The first time I spoke to you in year 1 you immediately struck me as really nice (in addition to being really cute). From then I had persistent fantasies about being with you on and off... everytime I remembered you talking to me, my heart would turn to mush. But the vulnerability frightened me so much.. this one guy without trying, now had the power to crush my heart or make me do anything with a single thought or sentence. I turned cold and aloof, I told myself I couldn't let you know, couldnt let anyone know. It hurt me so much to be such an ass to you, but I was convinced that I could not allow myself to show any sign of vulnerability. I have made many enemies in my four years, some without even trying precisely because of my tendency to assume the worst in people and shut them out by default. But it pains me the most when I remember shutting you out. 
A year or two later, I thought I had gotten over you, but I ended up in the same tutorial class with you for an elective mod. I was shaken. You obviously recognised me, I could feel you wanted to reach out in friendship (being the nice person you were) despite my being so cold. I floundered between being aloof and giving in to talking to you.. I gave in and gave you a ride back to FASS in my car because I was feeling really bad for being such an ass on purpose. That was the last time I spoke to you directly, the last time I gave in to my heart. From then on I was late for those tutorials and quick to leave. I would not allow myself to acknowledge your presence. I must have come off as crazy to you, as a cold manipulative person. But I knew it had to be done, I was just not doing it well enough.  
Another year would pass and I thought I had forgotten about you and my moments of weakness. Then I saw you in a scholarship mag.. you were going to work in the healthcare sector. It was no longer just infatuation on my part.. I now had a deep sense of respect and admiration for you. You were an econs major.. you could have gone to one of those large corporate bodies upon graduation and earned tons of money, instead you had a passion for contributing to people's lives directly through the public service and healthcare. You were more than I could ever hope to be, and crazily I wanted so much to tell you that..
In my last year, dreary and weary as I now am, from amongst the glances of distaste and belittling I have endured from my enemies new and old.. I saw you again that day at the Deck.. but when our eyes met, you turned the other way both in gaze and direction.. At that moment I realised I had achieved what I had told myself I had to do years ago.. and it broke me. 
I know that it would never have worked out.. I know that I would only have been a nuisance or burden to you. I knew that the moment you knew, you would have shunned me even earlier, hurt me even quicker. I know that it was what had to be done. But it hurts so much.
Because I'm gay, and you would only have looked at me with disgust. Because I have BPD, and you would only have seen me as a lunatic, as a flawed human. 
As we both graduate next year and you go on to greater things in life, I wish you all the best, a most successful career in the public service and all the happiness you can find. 
I'm sorry for everything.. 
","Romance
SHARE:"
