,confessions,categories
455,"I'm an international exchanger who briefly dated a Singaporean guy in uni during the semester. We went out on a few dates and he was all over me, being very sweet and wholesome and just caring about everything I did and liked outside of class. We met at a small meetup where local and intl students got together over activities and stuff. He was respectful, and really made me feel like I was some sort of 'soulmate' he couldn't do without. I thought ""wow SG guys are not bad at all. I wish we had more of people like you from where I'm from."" 

Since our r/s had some sort of 'deadline', we had sex (the only time) but I noticed that it felt so uninspired. Like he just needed me as a release and wasn't interested in really making 'love' to me. After we did it, he stopped talking to me. No mention about what will happen with the r/s--I was just kept hanging. No proper goodbyes (I left for home weeks after it happened), no texts, no nothing. It would have been fine if there weren't any feelings involved, but sadly there were on my end. I don't know about him. I felt used and tricked. It made me wonder if that's all he wanted from me, maybe another girl to add on his list. The least I wanted was to be confronted about it.

I just wanted to ask the (local?) guys out there: is ghosting common among you lately? Why do you ghost? Should I just treat this as some jerk I got unlucky with? And am I wrong for trusting someone that easily? I'm still bummed about it.
","Advice
SHARE:"
456,"喜欢上你
并不是因为你长得好不好看
而是你在特殊的时间里给了我别人给不了的感觉
我欣赏的是你的人格
我心软的是你那可爱的样子，身高，笑声
我想要的是有在你身边的那种不一样感觉

我心疼的是你对自己没信心
我明白，可能过去有些人对你说一些伤害的话，
让你自卑，没信心，害怕
但其实你的人本来就很不错
你的人很好，很真诚，心地善良
我也觉得你长的超可爱的
尤其是你笑的时候
会让我特别想宠你疼你

只要你能像我一样的看你
你会明白
为什么我这么渴望拥有你

这番话
我没勇气当面跟你说
当面跟你说这些话我会尴尬
尴尬了就说不出口

我不擅长甜言蜜语
但就是谁都代替不了你 
放心吧
","Romance
SHARE:"
457,"Is it just me or is it that singapore is completely lax with girls and incredibly harsh on guys? In other countries it’s the opposite. 

Guys are already slower than girls by 2 years of NS and it’s a given to provide for the family. And guys will get married with girls with princess syndrome who can’t even cook or clean the house, which guys have to do. And the guys have to be handsome and rich to qualify for those girls. 

Yet for girls there’s no social pressure to keep up with appearance (hence average looking) and they have equal standing with guys unlike other countries. Its kinda optional to chip in to the family finance and they can happily buy their branded bags. 

For guys it’s kinda like responsibility without the benefits and for girls it’s benefits without the responsibility.
","Advice
SHARE:"
458,"I am a 25 y/o female and I don't have a single guy friend. I've never had a boyfriend either, I guess because I've never gotten close enough to guys for that to happen. I admit, my friendship circle is quite small (definitely <10 ppl I would truly consider friends), probably because I'm very introverted and like to nua at home. Feel sad, I think I am the reason for my loneliness. It's hard to change though.
","No Category
SHARE:"
459,"If I stay on campus and like to swim, can I wear my bikini directly to the swimming pool? To be direct to the point, can I wear my bikini onto the shuttle bus? I don’t want to carry so much stuff around just for a swim.
","Advice
SHARE:"
460,"Ever since i came into Uni, I've been getting praises from girls about my appearance. Attractive, handsome, good-looking, and so on. Honestly, I'm not very used to it since i was an ugly duckling before, but i guess puberty hit me like a N700S Shinkansen train. Some girls have even expressed interest in me and have asked me out before. 

But I have rejected every single one of them. 
Because frankly, I'm attracted to anime girls. 

When i was a younger, i was fat and ugly and socially awkward. Girls wouldn't even give me a second look. My romance life was practically non existent.  I found solace in anime girls. Admittedly, they gave me a false sense of affection (They can't reject you if they don't exist right?) and have been there to fill the void in my heart. 

Fast forward to the present day, i simply can not find a girl that makes me feel the same amount of love and affection towards my 2D waifus. It's not that i don't want top date a 3D girl , it's just that i feel like it's a downgrade in a sense?

Do i see a problem? Yes
Do i acknowledge that it's a problem? Yes

This is not a troll post. This is a cry for help. 
誰か助けて
","Rant
SHARE:"
461,"I am an international student in Singapore, and I find this ""how much money do you give your parents?"" topic super bizzare. Why are you giving money to your parents? Don't people save up for retirement and have their CPF accounts? How come the least financially independent adults (i.e. new grads) are being forced to subsidize the most financially independent people of all (i.e. retirees). Am I missing something? Are you guys paying rent or literally just sending home pocket money for your folks? Why not just move out then?
","Rant, Advice
SHARE:"
462,"i think it's really sad and disturbing that society nowadays have a shit ton of negative things to say to people who are seeking advice. take for example the person who asked if precum can make her pregnant. she obviously cannot find the answer online or wants to get a second opinion, yet majority of the comments are trolls. have you guys never considered that this anonymous platform is an outlet, a safe space if you will, to ask her question without fear? all you trollers obviously are extremely insensitive and only how to make fun of a person who is panicking. ever heard of the phrase ""a little kindness goes a long way""? don't be the sadistic reason why someone is depressed (not just for this precum thing, but other issues that i see on nusconfessions) la seriously. we can all really learn to be more gracious as a society.
","Rant
SHARE:"
463,"Just wanna share my story.

I was with my ex boyfriend for 1.5 years and I loved him very much. I put in all my effort, treated him very well and yet he talked to another girl pretty flirtatiously (in my opinion). I wouldn’t consider it cheating now that I have reflected on our relationship. But he didn’t respect me/my boundaries when I pointed out that I was uncomfortable with him talking to this particular girl. He continued talking to her after we broke up and subsequently asked her out.

I don’t want to pin the blame on him, I too have my weak points. What’s done is done and I have to keep moving forward no matter how hard it is. 

Maybe he just wasn’t ready to be in a relationship. I’ve come to realise that you will never be good enough for a man who isn’t ready to commit. And that’s fine, everyone is on their own journey. I hope one day I’ll meet someone who’d put in the same effort as I do, but until then I’ll work on bettering myself for the right man.

To all the singles out there, don’t rush into love (like I did). Love will come eventually :)
","Romance, Advice
SHARE:"
464,"How do you handle freeloading proj mates or colleagues? Been told that it is like that in the real world, but from carrying freeloading project mates who contribute substandard work or none at all, I’ve graduated to freeloading colleagues who slack off on projects or events, knowing that the more diligent or capable colleagues would not drop the ball. 
Case in point, the boss recognised this colleague for co-ordinating the event, but the truth was she asked me to help co-ordinate, and I did almost everything including clarifying and confirming the budget, the set up, photo booths, and even video montage whereas the colleague sent out a mass email. 

How do I stand out in this, instead of letting people steal the credit or freeload from me, be it in school or at work?
","Advice, Ask Prof Ben
SHARE:"
465,"Hi, 

There’s this guy who got me a present for Christmas (jewellery), which was really sweet. We just hanged out but I didn’t get him anything, and I’m feeling that I should have been more thoughtful. Since also, vday is coming, so I am thinking of getting him something this time.

But it is really hard to find gifts for guys... Would appreciate if I could get some suggestions? Maybe around $50? Ok to be less, also ok to stretch a bit more.

So guys, if you could help, what would be a nice present to receive from a girl? 

He is sporty and speaks very well. (No cooking or staying at his place, please. Chocolates might be a bit cliche...)

Some context: We are colleagues and recently expressed that we like each other but for personal reasons we are not together and will not be. He says he will continue to care for me so I really want to thank him for everything and let him know that I appreciate him :)
","Romance, Advice
SHARE:"
466,"So I messed up. Big time. I got the perfect guy - sharp, funny, very witty and extremely cute. He's brilliant and ambitious yet still level-headed and genuine. We're totally in sync and have our whole lives planned out together and as a bonus, he does romantic stuff like buy expensive gifts and plays my favourite songs on the piano. I could go on and on about how amazing he is but essentially: TLDR, he's awesome. 

The biggest thing is that even after I cheated (sort of) and that went horribly wrong, he still took care of me, brought me to the doctor and all - no judgement. And then a week later, I broke up with him over something completely irrelevant and trivial because I'm a dumbass. 

I know, I know, I'm extremely stupid for letting something this great go. I guess my question is: how should I make it up to him? Even showing up at his place to grovel for his forgiveness doesn't feel enough. What do men want? Chocolate? Flowers?? Clothes?? Video games????
","Romance, Advice
SHARE:"
467,"By having obvious tattoo (maori) on forearm and leg but can be covered with long sleeves and pants, will that affect my job interview.
","Advice
SHARE:"
468,"It feels damn bad to be ghosted :( It hurts but the other person just doesn't care when you've invested so much into the rs
","No Category
SHARE:"
469,"At a complimentary health screening organized by my company; semi-jokingly asked the clinic owner how many data points she had collected from me, and which insurance company she would sell my data to. The lady did not answer the question (neither did she deny). We haha-ed and ended the conversation. Several weeks later the results came out, and other than lower-than-recommended Hepatitis B antibody count, all was good. Of course, I received marketing materials from all the insurance companies trying to sell me cancer protection products in the next few weeks. And as a web and mobile application developer, I'm pretty sure this means I'm too far from getting cancer.
","No Category
SHARE:"
470,"How important is humour in attracting a partner and sustaining a relationship? I saw that many girls ask for a ‘sense of humour’ in guys. But I thought singaporeans are the most serious people in the world? I have tried ways to have more humour like trying to find jokes online. Every time I tried to make people laugh, people either don’t find it funny or the joke was too fake.
","Advice
SHARE:"
471,"I just found out that my boyfriend has been flirting and talking to girls on various dating apps. When I confronted him about it, he was extremely flustered and told me that he could explain. He said he's just doing it for validation and still loves me a lot. It was a mistake on his end, and out of habit because he was on dating apps for a few years prior to meeting me.

What should I do?
","Advice
SHARE:"
472,"I don't know what to do with my life. The post will be long, and please bear with me.

I have always been considered 'dumb' in Singapore's eyes. 

For PSLE, I was in the NA stream because my grades were horrible. Since then, my parents have always been disappointed in me because my brother was in the Express Stream.

Fast forward to N level, I got pretty good marks (13 points), but I could not make the cut of 12 points for the Polytechnic Foundation Programme (PFP). I could only go to Higher Nitec (ITE), but my mother was against it as she said that I would forever have a black mark on my education because I went to *ITE* (Boomer logic lol)

So she forced me to go for O level, where I failed badly, I got 32 points, and my Math was ungraded. I have always struggled with math, Chinese, and science. 

Even though my other subjects like humanities, English/Geography/Literature have always been in the As, but in Singapore's eyes, those subjects are irrelevant. Only Math/ Science is king. With 32 points and failing in math, I could not even make it to polytechnic. I had to go to ITE or retake O levels. I was feeling furious because if I had taken the higher nitec option, I would have gotten a chance to go to polytechnic. 

I wanted to retake O levels to get a chance to go to polytechnic. Once again, my mother came into the picture and put me in a private school to do International Baccalaureate. 

But since my O level results were so shit, they made me repeat Year 4 (or sec 4 basically) And once again at the end of the year, I could not cope because being in NA stream, I was never given a chance to do Additional Mathematics or Pure Sciences. However, in this school, I was forced to take Additional Mathematics, Pure Chemistry, and Pure Biology. If I was failing Mathematics and Combined Science, how can I deal with these subjects?

I was struggling badly, once again. I had never learned Additional Mathematics in my entire life nor taken any Pure Sciences, so most of the teachers were wondering why I was there, and some students kept saying how 'dumb' I was to be older than them, but not know these 'simple' subjects. The school wanted to kick me out because they said my results were so bad. My mother begged them to let me stay. So they did. 

Fast forward to after completing the IB, where I had JUST passed by the skin of my teeth with 26 points, IB is out of 45 points. The passing mark is 24. I could not make it to any local universities, plus I did not study Chinese or take Additional Mathematics for IB. 

Once again, my parents were disappointed because both of them are from NUS, and they always had high hopes for both of their children. My father regularly says what a disappointment I am and how embarrassed he is of me. 

He always compares me to his nieces and nephews, says how much smarter they are than me and how stupid I am.

I just wanted to stop studying and work. My mother told me I HAVE to go to university. Otherwise, I will die poor, and she will disown me because I am a failure.

I tried applying to 3 overseas universities, and I got rejected for everything except for one, which was Australia. I had high hopes for Canada as the course I wanted was Geography, but my parents said no because that course could not make money.

But the course (that my mother chose) was something I knew that I would struggle in. It's heavily Science and Mathematics based, and after many experiences, I know that I will most likely fail and struggle because these subjects are something I am not strong in.

The thing is, my mother has applied for everything and I will be leaving next year, but I do not want to. I know it will be challenging, and my parents told me I have to pay them back for every single cent spent. I did not even want to go to university in the first place, and now I have this burden placed on me. I'm scared, and I don't know what to do. 

I will be all alone in a foreign country, and I can predict that I will be struggling very hard. It's not that I'm lazy, please understand me. I am just not wired to understand Math/Sciences, but I am pretty strong in other aspects like English/Literature/Geography. To my parents, with a degree in any of these subjects, they are useless, and I will not be able to amount to anything in life. (According to them, that is.)

I'm just a little bit miserable, and I don't know what I want to do with my life. I'd instead choose to work than continuing to study.
","Rant, Advice
SHARE:"
473,"My guy friend told me this advice don’t chase guys. guys enjoy chasing girls. 
Being evergreen I am not sure if this is true... I have tried to chase guys before but it didn’t work out... so perhaps there is some truth behind what my friend said... maybe by chasing the guy I am actually pushing him further away. 
But I also see girls chasing guys and end up getting the guy... I am really so confused. But what I do not like about this advice is that do girls really need to be so passive in this era? what is wrong with pursuing what we want? Do I really have to patiently wait for the correct guy to appear and chase me so that I can finally get what I want??
","No Category
SHARE:"
474,"Hi, can anyone tell me if I should SU my common sense and ask strangers to make decisions for me regarding my results even though I’m already in uni? I just like the attention and need affirmation desperately. Thanks!
","No Category
SHARE:"
475,"It's so hard to find someone that you like that likes you back. Confessed to my crush just one month after she broke up, but it turned out, she's dating someone else and told me that I am not her type. It hurts but I played it cool and stayed friends with her, but kept a distance.

Deep down, a part of me still wants to be more than friends with her. But as long as she's happy, I am happy. I tried many times to move on by going on dates and using dating apps but I keep thinking of her. It has been a year and I can't get over her, should I still try to win her over? Will I ever get the chance to tell her how deeply I really feel? 


我不知道，我会不会在你的世界里，但我可以确定，你，我最爱的人，一定会是我的一辈子。
","Advice
SHARE:"
476,"If you aren't straight, would you come out at the workplace or keep it a secret?

I'm a masculine lesbian. I have short hair and I always dress in pants and shirts. My professional capability has saved me so far. No one has bullied me or given me a hard time. However, as time goes by and I got closer to the colleagues, they recently started to ask more personal questions like ""Why don't you wear skirts? Why don't you try long hair? You should spend more time on your personal relationship, find a boyfriend lah, don't work so hard.... etc"", which made me feel very uncomfortable. So far, I just laughed it off and say ""wear like this comfy, nobody sees also lol"". I was thinking sometimes whether I should just tell them then I'm lesbian. Will coming out badly affect my career prospects? Any thoughts? No troll please.
","Advice
SHARE:"
477,"I've been following this page for over a year and honestly this page has become so much more toxic. if you've sth really nasty to say thinking it's funny please think twice. don't do it for the top contributor badge. shame on yourselves for being such toxic fellas who put others down and i know this post is gna get hate as well but screw y'all!!!
","Rant, Advice
SHARE:"
478,"I seriously hate my life. I just cried in my room. I just dont get it, why my mum is so strict and controlling. I dont drink, I dont club, I dont even have friends. In school, I'm always studying in CLB. I have classmates who have asked me to follow them club, but I know my parents wont let me. Like I need to relax also right. Now that finals are over, I want to chill, also my mum got problem. She doesn't even let me mix around with my cousins who are around my age, she says that they are bad influence cause they didn't get into local universities. Sometimes I miss my cousins. By now, you guys can also tell that I dont have a boyfriend. I hope that I have a boyfriend soon so that I dont feel so miserable. This is the reason why I hate going home and I stay in school to study till late. Also my parents dont even let me stay on campus. Cause they dont trust me. I was even offered alcohol in camp, but I refused. Can't my parents tell that I'm a good girl and that i behave myself even when they are not around. Just some thoughts :(
","Rant
SHARE:"
479,"There's this guy who always tries to be around me, but he looks shy & would never initiate a convo with me first. I am the one who always initiates the convo first with him when he's around me. Just wondering, why would he always never be the one to approach first? Also, do guys get intimidated if the girl is the one who always approaches them first since the girl is seen as brave?
","Advice
SHARE:"
480,"Warning... read only when you have lots of time cos super long confession ahead!

I met a guy while on internship. He was cute, street smart with a great toned body, but very much attached,  so we kept our friendship on a professional level for some time. I just came out of a long term relationship then as well. However, I was frequently being hit upon by some disturbingly low EQ colleague and he would come to my rescue and glared him off.

Anyway, after remaining cordial for 2 months, we were both assigned to handle a project which involves lots of research and report writing. Hence we had to be constantly together during office time, and after work, we would frequently meet up to try and finish the work load.

During these times, we would inevitably talk about our own lives, and our aspirations etc. He was having some problems with his gf then, and he was unhappy as everytime he tries to leave, she would threaten suicide. I just listened looked at him empathically, but did nothing.

However my feelings for him grew stronger subconsciously.  Somehow I just waved it off cos you know, I didn’t want to be a third party. One day while in office, everyone else was out for meetings, and only the interns were left. We were typing out a report when I felt him stroking my head, longer than just a friendly pat. I didn’t know what to do. So I pretended that nothing is happening and carried on typing my report. But my heart was overflowing with emotions... how how???

Anyway, the bosses saw the project was progressing well, and gave us extra workload (and extra pay! Yay!) so we had to spend even more time together (yay?). Then one day, after collecting materials at the library, we went to his room to finish up the reports. I didn’t expect anything to happen, but he held me close, and kissed me. It was such a long passionate kiss, pent up from months of holding back. I was elated, but yet was extremely torn and guilt ridden. When the guilt overcame the happiness, I pulled away.  I asked him about his gf. What’s he to do? He sighed a very long sigh, and said he will try to settle and will think of a way.

I’m not sure whether he did sort things out with his gf, but I ended up being someone whom I never thought I would be. A “mistress”. I didn’t pester him to leave her as I was convinced that if I treated him well, he would see that I was the “better” choice! No one was married yet! Hence I cooked for him fancy meals, wiped his mouth after eating, patiently took care of  him while he was ill etc. I tried to be the best gf he could ever have. And he reciprocated  by buying me little gifts, suppers or just being there for me. He was really the sweetest guy I know.

It was the almost perfect relationship. I felt very loved, and we would talk about almost anything, except on when he’s going to break up with his gf. And it was tearing me apart. I would sob silent tears at night... for 2 whole years! My feelings never faded over these 2 years.

We were graduating soon, and i knew I cannot carry on this way. It would soon have to end. So I loved him and cared for him even more. And on the day I graduated, I wrote him a farewell letter. I thanked him for all these wonderful memories he gave me but since he was unable to make the choice, I made it for him. I told him to choose her, since all these while with me, I was unable to convince him that I was the better one. Maybe I wasn’t. Maybe she was really the better one for him. 

I then cut him off. Didn’t answer his messages or calls. And my heart bled. It bled so badly, but I couldn’t confide in my friends as none of them knew! I couldn’t tell others as they would say “serves you right” and it’s really serves me right. But I knew I made the right decision, and I would get out of this pain.

I did get out of the pain eventually. He went on to marry the gf. I was glad for him and I have also moved on. Perhaps life is made a bit more interesting with events that barge into your life suddenly, and leave you scars. But these are battle scars I can now look upon smiling while patting myself on the head for as long as I like saying “Well done Strong girl!” :)

The end.
","No Category
SHARE:"
481,"Hi, I just needed a platform to rant about this supposedly fine day. My boyfriend just got back from a 3D2N Bangkok trip with his friends today afternoon. Coincidentally, it's my 21st birthday today and we were supposed to spend the evening together. He even booked the restaurant 2 weeks in advance and I've rearranged the celebration with my girlfriends because of the dinner date. However, during my afternoon lecture, I received a message from him stating that he will be sleeping in and the date will be cancelled as he is quite tired. After reading the message, I simply blueticked him as I was rather disappointed and upset, but also hoped that it was part of a surprise he planned so I couldn't even concentrate during my lecture. However, as time passed, I began to believe that he really stood me up. I understand that he is exhausted from the trip, but who doesn't want to feel special on your birthday, especially on your 21st? Furthermore, I haven't even seen him for the whole day. Or am I just being too princessy like how guys always categorise SG girls?

I'm trying to convince myself that a birthday celebration wouldn't be as important as long as he loves me and treats me like a special someone every other day but I just can't seem to be happy, or maybe at least not upset. Hais seems like everyone's 21st is so fun and they get to spend time with their special one, but I just can't help but feel so empty tonight. 

Ok. End of rant. Good night guys.
","Rant
SHARE:"
482,"Hi everyone, I’m currently serving NS but I’ve been accepted to NUS so i hope it’s okay if i post my experience on toxic masculinity here. (Don’t worry it’s not an army-bashing post)

My parents, like most love me very much. They would always check up on my studies, ask if i need money when going out and gave their 110% to support me when enlisting (i.e calling me at night, picking me up from Pasir Ris, buying me snacks for the week). However, they had a shortcoming which only manifested itself after i POP-ed - Elitism.

I didn’t perform very well for my BMT which meant that i got a posting in a non-combat vocation, specifically a logistics quartermaster. So incase you weren’t aware, there are the 4 perceived “Hero” vocations that are seen as the most elite in the eyes of my parents - Guards, CDO, OCS(Not rly a vocation but status symbol nonetheless , NDU). When my parents were always going on about how I have to go to a “Hero” vocation and were absolutely crestfallen when they had heard about my posting. Connections were called and requests were written to various places (All behind my back).

And when those efforts proved fruitless, it was when i realised how toxic they could be when it came to my masculinity. I was berated for being in a 姑娘 vocation which was meant for “useless” people.  They encouraged me to lie during family gatherings to avoid embarrassment. I had stopped receiving emotional support from them (Calls, rides, a simple “how was your day”). On days were i had offs or half days, i would be greeted with a “why are you home so early” rather than a welcome home. They would compare me with my cousins and ask why I was not able to live up to the standards of the family.

One time they said that i would not get any inheritance from them because a “姑娘” does not need money as she is not the breadwinner of the family. That last one really hit close to home as i have never, nor will i ever ask and pry about money let alone family inheritance so for them to think that I was eyeing their money was really heartbreaking to me.

They recently informed me that they won’t be attending my specialist graduation parade which was really what drove me to craft this post. Mum, Dad I love you both and should the time come, I would die for you. Is that not enough to constitute what a “man” should be.

Anyway I’m not here to ask for advice, I’m dealing with it on my own. I just wanted to let future parents know what I’m going through and should you have a son in the near future, I hope you guys won’t adopt the same mindset as my parents. It really hurts.
","No Category
SHARE:"
483,"Hi guys I need advice! I have been living in the hostel. Was doing laundry yesterday at morning A.M and hanged some clothes outside to dry up. However within lesser than 24 hours, everything hanged was just there, but only my bra went missing. I suspect it dropped (despite I used cloth's peg) . Was fed up and asked the security only to my dismay that nothing was return to the security. After rationalizing, I suspect that someone might have stolen it. Firstly, nothing was returned the the security. Secondly, I used cloth's peg and it shouldn't drop that easily. Thirdly, nothing was missing except for the bra. And since I just brought it, it look quite new, the thief may be attracted and  stole it (more probably female who uses it for her own purpose) ?

There was no CCTV around, and I feel helpless. What else can I do? Please help.
","Advice
SHARE:"
484,"My boyfriend (now ex) broke up with me because he developed feelings for another girl. Although I don't know the girl very well, we are acquaintances and I have her number and all. My ex has gone radio silent after the breakup but I hear from mutual friends that he is still talking to that girl. Recently, I happened to see her profile picture updated to the words ""You + Me"" and I'm beginning to suspect that it's my ex that she is dating. Feeling extremely angry and annoyed at this point but I don't know how to handle it. Any coping measures to help?
","Romance, Rant, Ask Prof Ben
SHARE:"
485,"I am together with my gf for 3 months. Before we got together, she told me that she is a virgin. I was totally fine with it and in fact was quite happy that she is one. But recently after having some intimate time, we end up going all the way. I was shocked that she has such amazing skills on the bed, at some point I could not catch up. I just cannot understand why she is so good? So I went to ask her again if she really has no experience on bed.. And guess what? She told me that her virginity renews every year, when we were dating she was still virgin for the year.

Is it true that a girl's virginity renews every year? Or is it she is trying to fluff me and hide her past sexual activities? Help pls
","Advice
SHARE:"
486,"If you can only choose between having luck in career and having luck in love, which one would you choose? 

My best friend is going to give birth soon. I am genuinely happy for her but couldn't help but feel a slight tinge of envy and hopelessness.

When will such nice things ever happen to me? I have a great bf and a promising career but I don't feel happy at all. I feel guilty for saying this but I don't see a future with my bf. Just like my best friend, I've always dreamed of settling down early, starting a family and being a stay home mom. But my bf and I have different expectations. 

He expects us to settle down only in our 30s. He expects me to continue working even after having kids. He expects me to pay for half of the household expenses. All these seem very reasonable but I secretly hope that he would change. 

My best friend envies me for having a great career. But little did she know that I envy her more for finding such a great guy who is willing to support her dreams. 

When she decided to take a few months' break from work to take up a few courses, her husband offered to pay for her course fees. Whether she is working or not, he never fails to transfer her a significant amount of his pay whenever he receives his pay. Whenever she falls sick, her husband would always take care of her. He also does household chores and cooks whenever he's free.

The best thing is he's very supportive of her throughout their 8 years together. He doesn't expect her to be a housewife or working mum. And coming from a poor background, he's very hardworking, humble and down to earth although he works at a prestigious firm with a crazy huge paycheck.

Am I wrong to want to have a life like my best friend's? She seems to have all the luck in love. Meeting the love of her life at a young age, getting married and having kids, all of which are what she always wanted. 

My parents have always encouraged me to have a career and depend on myself. I don't even dare to tell them that I just want to be a housewife. I also feel ashamed to tell my friends or anyone else about this. Afterall we are living in a modern society where women are expected to be strong and independent. 

If I can only choose between having luck in career and having luck in love, I would certainly choose the latter. But I am sure many of you would choose the former. Because it just seems wiser?
","No Category
SHARE:"
487,"Not a confession but I'm wondering if it'd be helpful for NUSWhispers to have a feature where the OP can reply to responses anonymously. I'm super free now so I'm happy to build this feature lmao but there might be issues with integrating this with Facebook (assuming Facebook is the primary means people interact with NUSWhispers).
","No Category
SHARE:"
488,"Does cmb really work for guys? Would like to hear if anyone has experience and how it worked out. What are some of the common problems you face compared to more conventional ways of dating?
","Advice
SHARE:"
489,"Hi I have just started work a few months ago in a relatively large company. The environment and pay is quite good and there is probably nothing much to complain about. Just that one key area I am concerned about is that the technical skills I am learning at work are probably the ones I have already learnt in school. So a word of advice from everyone, is it normal for your work to be relatively like what I have done in school already? Or is this a sign I should be getting a new job to learn more stuff? Thanks for the advice in advance because I am rather confused right now:((
","Advice
SHARE:"
490,"The problem of s/u is like dating. In dating u are not sure whether ur next partner will be worse than the current one. In s/u u dont know whether ur next few sem modules grades will be worse than this current sem.

If u s/u ur current partner and get a worse one it is ggxx.however If u s/u with current module, and get a worse grade for next module it is not so bad. As it is just a different class of honours 

Hindsight is 20/20. At this moment u can only go with ur gut feel
","No Category
SHARE:"
491,"Interracial couple here grappling with the issue of allowance for parents.

To give some background, my parents earned $3k plus combined when I was growing up. They were great at saving up and investing which meant that they were able to retire without expecting anything from me. My family has led a very simple life up to this point (few overseas holidays over many years, home cooked meals most of the time and I gave my parents everything I earned from army and from the part-time jobs I did while schooling) which is the reason for this situation. My girlfriend's parents earned $7k plus combined but have very little savings due to their lavish lifestyle (yearly travels which costs on avg thousands per trip). If it wasn't for CPF, we would probably be stuck financing their golden years (thank you CPF!).

These days, my gf's mum constantly reminds her that her allowance is due. My gf and I scrimp and save for our wedding, housing and renovation so it pains us to see her mum spend money like water. 

The sharp contrast between my parents and her's has made it such that we will end up giving the allowance to her parents begrudgingly. I really dislike this treatment of my girlfriend as an investment.

My idea of filial piety is spending time with my parents, buying things which I know they have a fondness for and also making sure they're healthy and that their needs are met. 

I wish more families had the mindset of paying it forward. I will support my kids, the same way my parents had, and expect nothing in return other than love and affection. This current situation of ""I raised you so you owe me"" has made it unpleasant for alot of young folks. As one of insurance ads said, we will be the last sandwiched generation. Haha
","Rant
SHARE:"
492,"If a girl says she is not interested in you but agrees to go for an overseas trip with you, does it mean she is really not interested or is there a chance somehow things might work out?
","Romance, Advice
SHARE:"
493,"In a relationship, I believe in the saying that you should always continue to ""date"" and ""chase"" your partner, to keep the relationship strong and healthy.

Recently, I feel like my partner has become complacent in the relationship, a few months in. While we always used to send each other a simple good morning text (usually whoever wakes up first will send the first message), now I wake up to nothing. It wouldn't take long to drop a good morning text before leaving the house/on the way to work, right?

Most of the times, I'm also the one to initiate dates and stuff. On the bright side, he does appear enthusiastic enough when I suggest, but it kinda sucks that he doesn't usually suggest plans because he doesn't have ideas on what to do and where to go. I, too, don't have too many date ideas, but I try to put in some effort to research places or think of things we could do together. After all, we only meet once, at most twice a week.

I don't ask for much, a simple gesture or text that shows he cares for me would make my day. Maybe the above examples seem small to y'all but I can't help but overthink that he's just not that into me.

We once talked about friends where one party appears to slowly put in less effort in the relationship and the other party got upset. He said that it was normal to put in less effort once a couple gets comfortable with each other. And I told him I totally disagree with that.

So boys and girls, please don't take your partner for granted! Make sure they know you still love and care for them. Something that seems trivial to you, could go a long way.
","Rant
SHARE:"
494,"So I came to Singapore to do my national service and university although I wasn't really into studying. I've been told I look quite good so over the years I hooked up with a few pretty girls and we've been friends with benefits, meeting up every week or so. They are always so eager to show affection and to be honest I find them a little too clingy. I always treat them very well and since my family is pretty well-off, I pay for most of our outings and even the hotels when we didn't have any place.

Anyway, I try to show them that we are just casual friends (when they ask me about serious topics like what we are, I reply saying that we are still young and should discuss this in the future). But now, most of them are graduating and I feel like they are pressuring me to marry or propose to them. Two of them even asked me to meet their family during the next Chinese New Year and there's a real crazy one. Initially she started stalking me, but recently she even claimed that she's pregnant and wants me to go to the doctor with her. Obviously I ignored and blocked her number.

I'm genuinely perplexed, I understand that Chinese girls are more traditional in ""that"" aspect, but what are they even expecting from me?? To me it's just about mutual enjoyment, having a good time but apparently they don't feel the same way. I guess you can't even treat a girl nice without them catching some sort of feelings.

I'm not saying I am not open to a serious relationship, but I don't think they are worth spending more time on anymore.

Help. I'm confused?
","Romance, Rant, Advice
SHARE:"
495,"Can anyone advise whether 350k in investments portfolio by age 30 is a reasonable target? I think I am on track to reach this amount two years early, so thinking of upping my savings. This is discounting my fully paid-off car and my condo apartment.

Additionally, does anyone know why no females have reached out to message me despite me subtly signalling my wealth? I was under the impression that greater ability to provide is especially evolutionarily attractive, yet despite posting everywhere from NUSWhispers to reddit, I have not have any takers so far. Am I being too subtle?

Next, does anyone know why my friends have stopped asking me out to meals? I think that as the one with the most savings amongst my peers, it obliges me to educate them on proper personal finance, such as limiting Europe vacations to twice a year at most. Yet I have had fewer opportunities these days to share my wisdom. Perhaps I should take the initiative to invite them to lunch?

Oh and finally I am thinking of launching my third startup, as I have identified a business opportunity. This will be buying over the NUSWhispers name and opening up a gym. Because I see a lot of people here like to flex.
","Funny, Romance, Rant, Advice
SHARE:"
496,"Recently I was discussing our future life with my girlfriend and we have some serious disagreements. She said that a man should place career first and work hard for the sake of the family. According to her, one needs to aim higher in life and strive hard to climb higher and do the best. She also said she doesn't see any of these qualities in me. She However, I sorely disagree with her. I am big on work life balance and I don't want to work too hard or join the rat race and climb to be some top manager. I just want to make just a make a decent amount, lead a simple life and enjoy life. I don't know how we can come to any compromise on this, if at all. Anyone has been through something similar or has any good suggestions?
","Advice
SHARE:"
